"opcode","hex","direction","coverageStatus","decodeState","aliasCount","aliasOpcodes","modelCount","handlerCount","readableModelCount","writableModelCount","placeholderModeled","comment","modelTypes","modelPaths","handlerTypes","handlerPaths"
"ClientCraftingComplexCraft","0x084F","Client","handled","named","1","ClientCraftingComplexCraft","1","1","1","0","False","","ClientCraftingComplexCraft","Source/NexusForever.Network.World/Message/Model/Crafting/ClientCraftingComplexCraft.cs","ClientCraftingComplexCraftHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Crafting/ClientCraftingCraftHandlers.cs"
"ClientCraftingSimpleCraft","0x0850","Client","handled","named","1","ClientCraftingSimpleCraft","1","1","1","0","False","","ClientCraftingSimpleCraft","Source/NexusForever.Network.World/Message/Model/Crafting/ClientCraftingSimpleCraft.cs","ClientCraftingSimpleCraftHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Crafting/ClientCraftingCraftHandlers.cs"
"ClientCraftingCraftItem","0x0851","Client","handled","named","1","ClientCraftingCraftItem","1","1","1","0","False","","ClientCraftingCraftItem","Source/NexusForever.Network.World/Message/Model/Crafting/ClientCraftingCraftItem.cs","ClientCraftingCraftItemHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Crafting/ClientCraftingCraftHandlers.cs"
"ClientCraftingCraftItemAutoCraft","0x0852","Client","handled","named","1","ClientCraftingCraftItemAutoCraft","1","1","1","0","False","","ClientCraftingCraftItemAutoCraft","Source/NexusForever.Network.World/Message/Model/Crafting/ClientCraftingCraftItemAutoCraft.cs","ClientCraftingCraftItemAutoCraftHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Crafting/ClientCraftingCraftHandlers.cs"
"ServerCraftingFinish","0x0853","Server","modeled","named","1","ServerCraftingFinish","1","0","0","1","False","","ServerCraftingFinish","Source/NexusForever.Network.World/Message/Model/Crafting/ServerCraftingFinish.cs","",""
"ServerCraftingCurrentCraft","0x0854","Server","modeled","named","1","ServerCraftingCurrentCraft","1","0","0","1","False","","ServerCraftingCurrentCraft","Source/NexusForever.Network.World/Message/Model/Crafting/ServerCraftingCurrentCraft.cs","",""
"ServerCraftingAuxThreeUInt32","0x0855","Server","modeled","named","1","ServerCraftingAuxThreeUInt32","1","0","0","1","False","3x uint32; reader 140081df0","ServerCraftingAuxThreeUInt32","Source/NexusForever.Network.World/Message/Model/Crafting/ServerCraftingAuxPackets.cs","",""
"ServerProfessionsLoad","0x0856","Server","modeled","named","1","ServerProfessionsLoad","1","0","0","1","False","","ServerProfessionsLoad","Source/NexusForever.Network.World/Message/Model/Crafting/ServerProfessionsLoad.cs","",""
"ClientTradeskillLearn","0x0857","Client","handled","named","1","ClientTradeskillLearn","1","1","1","0","False","","ClientTradeskillLearn","Source/NexusForever.Network.World/Message/Model/Crafting/ClientTradeskillLearn.cs","ClientTradeskillLearnHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Crafting/ClientTradeskillHandlers.cs"
"ClientTradeskillResetTalents","0x0858","Client","handled","named","1","ClientTradeskillResetTalents","1","1","1","0","False","","ClientTradeskillResetTalents","Source/NexusForever.Network.World/Message/Model/Crafting/ClientTradeskillResetTalents.cs","ClientTradeskillResetTalentsHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Crafting/ClientTradeskillHandlers.cs"
"ClientCraftingRuneSlotAdd","0x0859","Client","handled","named","1","ClientCraftingRuneSlotAdd","1","1","1","0","False","","ClientCraftingRuneSlotAdd","Source/NexusForever.Network.World/Message/Model/Crafting/ClientCraftingRuneSlotAdd.cs","ClientCraftingRuneSlotAddHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Crafting/ClientCraftingRuneHandlers.cs"
"ClientCraftingRuneSlotClear","0x085A","Client","handled","named","1","ClientCraftingRuneSlotClear","1","1","1","0","False","","ClientCraftingRuneSlotClear","Source/NexusForever.Network.World/Message/Model/Crafting/ClientCraftingRuneSlotClear.cs","ClientCraftingRuneSlotClearHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Crafting/ClientCraftingRuneHandlers.cs"
"ClientCraftingRuneInstall","0x085B","Client","handled","named","1","ClientCraftingRuneInstall","1","1","1","0","False","","ClientCraftingRuneInstall","Source/NexusForever.Network.World/Message/Model/Crafting/ClientCraftingRuneInstall.cs","ClientCraftingRuneInstallHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Crafting/ClientCraftingRuneHandlers.cs"
"ClientCraftingRuneSlotReroll","0x085C","Client","handled","named","1","ClientCraftingRuneSlotReroll","1","1","1","0","False","","ClientCraftingRuneSlotReroll","Source/NexusForever.Network.World/Message/Model/Crafting/ClientCraftingRuneSlotReroll.cs","ClientCraftingRuneSlotRerollHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Crafting/ClientCraftingRuneHandlers.cs"
"ServerTradeskillSigilResult","0x085D","Server","modeled","named","1","ServerTradeskillSigilResult","1","0","0","1","False","","ServerTradeskillSigilResult","Source/NexusForever.Network.World/Message/Model/Crafting/ServerTradeSkillSigilResult.cs","",""
"ServerSchematicRemoveLearned","0x085E","Server","modeled","named","1","ServerSchematicRemoveLearned","1","0","0","1","False","","ServerSchematicRemoveLearned","Source/NexusForever.Network.World/Message/Model/Crafting/ServerSchematicRemoveLearned.cs","",""
"ServerSchematicAddLearned","0x085F","Server","modeled","named","1","ServerSchematicAddLearned","1","0","0","1","False","","ServerSchematicAddLearned","Source/NexusForever.Network.World/Message/Model/Crafting/ServerSchematicAddLearned.cs","",""
"ServerProfessionUpdate","0x0860","Server","modeled","named","1","ServerProfessionUpdate","1","0","0","1","False","","ServerProfessionUpdate","Source/NexusForever.Network.World/Message/Model/Crafting/ServerProfessionUpdate.cs","",""
"ServerTradeskillRelearnCooldown","0x0861","Server","modeled","named","1","ServerTradeskillRelearnCooldown","1","0","0","1","False","","ServerTradeskillRelearnCooldown","Source/NexusForever.Network.World/Message/Model/Crafting/ServerTradeskillRelearnCooldown.cs","",""
"ServerTransferDestinationRealmList","0x0862","Server","modeled","named","1","ServerTransferDestinationRealmList","1","0","0","1","False","","ServerTransferDestinationRealmList","Source/NexusForever.Network.World/Message/Model/Pregame/ServerTransferDestinationRealmList.cs","",""
"ServerVehiclePassengerAdd","0x086F","Server","modeled","named","1","ServerVehiclePassengerAdd","1","0","0","1","False","","ServerVehiclePassengerAdd","Source/NexusForever.Network.World/Message/Model/ServerVehiclePassengerAdd.cs","",""
"ServerEntityAggroSwitch","0x0876","Server","modeled","named","1","ServerEntityAggroSwitch","1","0","0","1","False","","ServerEntityAggroSwitch","Source/NexusForever.Network.World/Message/Model/ServerEntityAggroSwitch.cs","",""
"ServerEntityCCStateSet","0x087F","Server","modeled","named","1","ServerEntityCCStateSet","1","0","0","1","False","","ServerEntityCCStateSet","Source/NexusForever.Network.World/Message/Model/Entity/ServerEntityCCStateSet.cs","",""
"ServerEntityCCStateRemove","0x0880","Server","modeled","named","1","ServerEntityCCStateRemove","1","0","0","1","False","","ServerEntityCCStateRemove","Source/NexusForever.Network.World/Message/Model/Entity/ServerEntityCCStateRemove.cs","",""
"ServerEntityCCTetherUnit","0x0881","Server","modeled","named","1","ServerEntityCCTetherUnit","1","0","0","1","False","","ServerEntityCCTetherUnit","Source/NexusForever.Network.World/Message/Model/Entity/ServerEntityCCTetherUnit.cs","",""
"ServerReputationOverrideRemove","0x0885","Server","modeled","named","1","ServerReputationOverrideRemove","1","0","0","1","False","","ServerReputationOverrideRemove","Source/NexusForever.Network.World/Message/Model/Reputation/ServerReputationOverrideRemove.cs","",""
"ServerEntityStatUInt32Triplet","0x0889","Server","modeled","named","1","ServerEntityStatUInt32Triplet","1","0","0","1","False","three uint32 fields; shares threat-update reader shape","ServerEntityStatUInt32Triplet","Source/NexusForever.Network.World/Message/Model/Entity/ServerEntityStatAuxPackets.cs","",""
"ServerEntityDeathState","0x088C","Server","modeled","named","1","ServerEntityDeathState","1","0","0","1","False","","ServerEntityDeathState","Source/NexusForever.Network.World/Message/Model/ServerEntityDeathState.cs","",""
"ServerDuelCountdown","0x0893","Server","modeled","named","1","ServerDuelCountdown","1","0","0","1","False","","ServerDuelCountdown","Source/NexusForever.Network.World/Message/Model/Pvp/ServerDuelCountdown.cs","",""
"ServerDuelResult","0x0894","Server","modeled","named","1","ServerDuelResult","1","0","0","1","False","","ServerDuelResult","Source/NexusForever.Network.World/Message/Model/Pvp/ServerDuelResult.cs","",""
"ServerDuelStart","0x0895","Server","modeled","named","1","ServerDuelStart","1","0","0","1","False","","ServerDuelStart","Source/NexusForever.Network.World/Message/Model/Pvp/ServerDuelStart.cs","",""
"ServerDuelChallenge","0x0896","Server","modeled","named","1","ServerDuelChallenge","1","0","0","1","False","","ServerDuelChallenge","Source/NexusForever.Network.World/Message/Model/Pvp/ServerDuelChallenge.cs","",""
"ServerUnitEnteredCombat","0x089A","Server","modeled","named","1","ServerUnitEnteredCombat","1","0","0","1","False","","ServerUnitEnteredCombat","Source/NexusForever.Network.World/Message/Model/ServerUnitEnteredCombat.cs","",""
"ServerVehiclePassengerSelf","0x089B","Server","modeled","named","1","ServerVehiclePassengerSelf","1","0","0","1","False","local player vehicle/seat assignment","ServerVehiclePassengerSelf","Source/NexusForever.Network.World/Message/Model/ServerVehiclePassengerSelf.cs","",""
"ServerLootCanLoot","0x089F","Server","modeled","named","1","ServerLootCanLoot","1","0","0","1","False","","ServerLootCanLoot","Source/NexusForever.Network.World/Message/Model/Loot/ServerLootCanLoot.cs","",""
"ServerLootItemUpdate","0x08A0","Server","modeled","named","1","ServerLootItemUpdate","1","0","0","1","False","","ServerLootItemUpdate","Source/NexusForever.Network.World/Message/Model/Loot/ServerLootItemUpdate.cs","",""
"ServerLootRemove","0x08A1","Server","modeled","named","1","ServerLootRemove","1","0","0","1","False","","ServerLootRemove","Source/NexusForever.Network.World/Message/Model/Loot/ServerLootRemove.cs","",""
"ServerLootRoll","0x08A2","Server","modeled","named","1","ServerLootRoll","1","0","0","1","False","","ServerLootRoll","Source/NexusForever.Network.World/Message/Model/Loot/ServerLootRoll.cs","",""
"ServerLootWinner","0x08A3","Server","modeled","named","1","ServerLootWinner","1","0","0","1","False","","ServerLootWinner","Source/NexusForever.Network.World/Message/Model/Loot/ServerLootWinner.cs","",""
"ServerLootGrant","0x08A5","Server","modeled","named","1","ServerLootGrant","1","0","0","1","False","","ServerLootGrant","Source/NexusForever.Network.World/Message/Model/Loot/ServerLootGrant.cs","",""
"ServerLootNotification","0x08A6","Server","modeled","named","1","ServerLootNotification","1","0","0","1","False","","ServerLootNotification","Source/NexusForever.Network.World/Message/Model/Loot/ServerLootNotification.cs","",""
"ServerEntityVisualInfoUpdate","0x08A8","Server","modeled","named","1","ServerEntityVisualInfoUpdate","1","0","0","1","False","compact Creature2/display update; flag meanings unresolved","ServerEntityVisualInfoUpdate","Source/NexusForever.Network.World/Message/Model/ServerEntityVisualInfoUpdate.cs","",""
"ServerPathScientistAddCreatureInfoToCreature","0x08B2","Server","modeled","named","1","ServerPathScientistAddCreatureInfoToCreature","1","0","0","1","False","","ServerPathScientistAddCreatureInfoToCreature","Source/NexusForever.Network.World/Message/Model/PlayerPath/ServerPathScientistAddCreatureInfoToCreature.cs","",""
"ServerPathScientistUnitScanParameters","0x08B3","Server","modeled","named","1","ServerPathScientistUnitScanParameters","1","0","0","1","False","","ServerPathScientistUnitScanParameters","Source/NexusForever.Network.World/Message/Model/PlayerPath/ServerPathScientistUnitScanParameters.cs","",""
"ServerPathScientistAddSpecimenSurveyToCreature","0x08B4","Server","modeled","named","1","ServerPathScientistAddSpecimenSurveyToCreature","1","0","0","1","False","","ServerPathScientistAddSpecimenSurveyToCreature","Source/NexusForever.Network.World/Message/Model/PlayerPath/ServerPathScientistAddSpecimenSurveyToCreature.cs","",""
"ServerPathScientistAddFieldStudyToCreature","0x08B5","Server","modeled","named","1","ServerPathScientistAddFieldStudyToCreature","1","0","0","1","False","","ServerPathScientistAddFieldStudyToCreature","Source/NexusForever.Network.World/Message/Model/PlayerPath/ServerPathScientistAddFieldStudyToCreature.cs","",""
"ServerPathSettlerAddImprovementInfoToUnit","0x08B6","Server","modeled","named","1","ServerPathSettlerAddImprovementInfoToUnit","1","0","0","1","False","","ServerPathSettlerAddImprovementInfoToUnit","Source/NexusForever.Network.World/Message/Model/PlayerPath/ServerPathSettlerAddImprovementInfoToUnit.cs","",""
"ServerPathSettlerHubUpdate","0x08B7","Server","modeled","named","1","ServerPathSettlerHubUpdate","1","0","0","1","False","","ServerPathSettlerHubUpdate","Source/NexusForever.Network.World/Message/Model/PlayerPath/ServerPathSettlerHubUpdate.cs","",""
"ServerSetUnitPathType","0x08B8","Server","modeled","named","1","ServerSetUnitPathType","1","0","0","1","False","","ServerSetUnitPathType","Source/NexusForever.Network.World/Message/Model/ServerSetUnitPath.cs","",""
"ServerPublicEventUnitAdd","0x08BB","Server","modeled","named","1","ServerPublicEventUnitAdd","1","0","0","1","False","","ServerPublicEventUnitAdd","Source/NexusForever.Network.World/Message/Model/PublicEvent/ServerPublicEventUnitAdd.cs","",""
"ServerPublicEventUnitUpdate","0x08BC","Server","modeled","named","1","ServerPublicEventUnitUpdate","1","0","0","1","False","","ServerPublicEventUnitUpdate","Source/NexusForever.Network.World/Message/Model/PublicEvent/ServerPublicEventUnitUpdate.cs","",""
"ServerUnitPvpStateChange","0x08BD","Server","modeled","named","1","ServerUnitPvpStateChange","1","0","0","1","False","","ServerUnitPvpStateChange","Source/NexusForever.Network.World/Message/Model/Pvp/ServerUnitPvpStateChange.cs","",""
"ServerVehiclePassengerRemove","0x08C7","Server","modeled","named","1","ServerVehiclePassengerRemove","1","0","0","1","False","","ServerVehiclePassengerRemove","Source/NexusForever.Network.World/Message/Model/ServerVehiclePassengerRemove.cs","",""
"ServerEntityStatUInt32WideString","0x08CC","Server","modeled","named","1","ServerEntityStatUInt32WideString","1","0","0","0","False","uint32 + wide string; reader 1400980f0","ServerEntityStatUInt32WideString","Source/NexusForever.Network.World/Message/Model/Entity/ServerEntityStatAuxPackets.cs","",""
"ServerUnitSetChair","0x08CF","Server","modeled","named","1","ServerUnitSetChair","1","0","0","1","False","","ServerUnitSetChair","Source/NexusForever.Network.World/Message/Model/ServerUnitSetChair.cs","",""
"ServerReputationOverrideAdd","0x08D7","Server","modeled","named","1","ServerReputationOverrideAdd","1","0","0","1","False","","ServerReputationOverrideAdd","Source/NexusForever.Network.World/Message/Model/Reputation/ServerReputationOverrideAdd.cs","",""
